Min	Avg	Max
-6	-11,22	-22
-5	-10,92	-19
-5	-10,83	-19
-4	-10,22	-20
-4	-9,42	-18
-4	-10,28	-19
-4	-9,48	-17
-4	-9,51	-20
-4	-9,99	-18
-4	-10,14	-22
-4	-9,86	-19
-4	-9,45	-16
-4	-9,07	-19
-3	-9,25	-19
-3	-9,23	-15
-3	-9,35	-16
-3	-9,09	-19
-2	-8,91	-15
-2	-8,75	-17
-2	-7,97	-15
-2	-8,32	-15
-2	-8,51	-20
-2	-8,33	-17
-2	-7,98	-15
-2	-7,29	-12
-2	-6,78	-19
-2	-6,89	-14
-2	-6,85	-12
-1	-6,08	-14
-1	-5,6	-11
-1	-5,48	-11
-1	-5,38	-12
-1	-5,3	-12
-1	-4,98	-12
-1	-4,52	-12
-1	-4,64	-17
-1	-5,28	-15
-1	-4,99	-12
-1	-4,95	-10
-1	-4,65	-10
-1	-4,39	-11
-1	-4,38	-14
-1	-4,61	-11
-1	-4,39	-10
-1	-4,29	-12
-1	-4,5	-14
-1	-4,28	-11
-1	-4,33	-10
-1	-4,08	-11
-1	-3,66	-13
-1	-3,7	-9
-1	-3,83	-11
-1	-4,03	-14
-1	-4,57	-13
-1	-4,7	-13
-1	-4,52	-16
-1	-4,62	-10
-1	-4,36	-11
-1	-4,18	-11
-1	-4,08	-10
-1	-3,62	-13
-1	-3,69	-10
-1	-3,47	-11
-1	-3,91	-11
-1	-4,1	-12
-1	-4,1	-11
-1	-3,87	-10
-1	-4,07	-13
-1	-3,87	-13
-1	-4,19	-10
-1	-4,09	-11
-1	-4,08	-12
-1	-4,08	-11
-1	-4,17	-10
-1	-4,2	-11
-1	-4,35	-10
-1	-4,12	-10
-1	-4,22	-10
-1	-3,66	-10
-1	-3,81	-12
-1	-3,89	-9
-1	-3,94	-9
-1	-3,86	-12
-1	-4,02	-11
-1	-4,43	-14
-1	-4,28	-11
-1	-4,23	-13
-1	-4,18	-11
-1	-4,29	-11
-1	-4,32	-16
-1	-4,28	-11
-1	-4,12	-13
-1	-4,55	-13
-1	-4,55	-13
-1	-4,01	-12
-1	-3,7	-12
-1	-3,78	-10
-1	-3,98	-12
-1	-3,64	-11
-1	-3,83	-10
-1	-3,61	-9
-1	-3,66	-9
-1	-3,44	-11
-1	-3,56	-10
-1	-3,78	-11
-1	-4,08	-12
-1	-4,02	-13
-1	-4,1	-11
-1	-4,28	-13
-1	-3,98	-13
-1	-4,09	-10
-1	-4,3	-12
-1	-4,24	-13
-1	-4,2	-11
-1	-4,39	-10
-1	-4,12	-11
-1	-3,8	-15
-1	-4,11	-12
-1	-4,33	-13
-1	-4,37	-12
-1	-4,06	-10
-1	-3,83	-10
-1	-3,97	-10
-1	-3,62	-9
-1	-3,58	-10
-1	-3,6	-11
-1	-3,64	-11
-1	-3,85	-11
-1	-3,95	-12
-1	-3,96	-10
-1	-4,01	-11
-1	-3,93	-11
-1	-4,38	-14
-1	-4,95	-12
-1	-4,8	-12
-1	-4,4	-12
-1	-4,69	-13
-1	-4,72	-15
-1	-4,41	-11
-1	-4,21	-10
-1	-4,03	-13
-1	-3,93	-10
-1	-3,73	-12
-1	-3,58	-11
0	-3,59	-10
